"Chemical, Pharmacological or Therapeutic subgroup
(ATC
classification)","International Non‐proprietary Name (active
ingredient)","Active ingredient name in Ukrainian language
(Cyrillic
alphabet)","Brand name in Ukraine Cyrillic alphabet","Brand name in Ukraine (Latin alphabet)","Manufacturer","Dosage form
in Ukrainian language (Cyrillic alphabet)","Dosage form (in English)","Information for patients in Ukrainian","Chemical, Pharmacological or Therapeutic subgroup (ATC
classification)","International Non‐ proprietary Name (active
ingredient)","Active ingredient name in Ukrainian language (Cyrillic
alphabet)","Brand name in Ukraine (Cyrillic alphabet)","Chemical, Pharmacological or Therapeutic
subgroup
(ATC classification)","Dosage form in Ukrainian
language (Cyrillic alphabet)","Informatio n for patients in Ukrainian","Dosage form in Ukrainian language (Cyrillic
alphabet)","...1","...2","...3","...4","...5","...6","‐ 0.06 мг/0,015 мг, (жовті таблетки);
‐ плацебо (зелені
таблетки);","‐ 0.06 mg / 0.015 mg (yellow tablets);
‐ placebo (green
pills);","...9","G03AA12","Drospirenone / Ethinylestradiol","Дроспіренон /
Естрадіол","ЛІБЕРАТТІ®","LIBERATTI®","Лабораторіос Леон Фарма, С.А., Іспанія","таблетки, по 3
мг/0,02 мг;","tablets, 3 mg / 0.02 mg;","https://compendium. com.ua/info/337142/
liberatti/","G03AA16","Dienogest / Ethinylestradiol","Дієногест /
Етинілестрадіол","СИЛУЕТ®","SILUETTE®","ВАТ ""Гедеон Ріхтер"", Угорщина","таблетки, по 2
мг/0,03 мг;","tablets, 2 mg / 0.03 mg;","https://compendium. com.ua/info/200618/
siluet‐sup‐sup‐/","G03AD01","Levonorgestrel","Левоноргестрел","ЛЕРГЕСАН","LERGESUN","Сан Фармасьютикал Індастріз Лтд., Індія","таблетки, по 0,75
мг; 1,5 мг;¤","tablets, 0.75 mg; 1.5 mg;","https://compendium. com.ua/info/452740/
lergesan/","Ukrainian alphabet","Latin alphabet","Position in a word","Examples...4","Examples...5"
"C09AA02",,,,"RENITEC®","Мерк Шарп і Доум
Б.В., Нідерланди",,"tablets 10 mg; 20 mg;","",,"Enalapril","Еналаприл","РЕНІТЕК®",,"таблетки по 10 мг;
20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA03",,,,"LISINOPRIL","ТОВ ""АСТРАФАРМ"",
м.Вишневе, Києво‐ Святошинський р‐н,
Українаг",,"tablets 20 mg; 10 mg;
5 mg;","https://compendium. com.ua/info/171500/
826418/",,"Lisinopril","Лізиноприл;","ЛІЗИНОПРИЛ",,"таблетки по 20 мг; 10 мг; 5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA03",,,,"AUROLIZA","Ауробіндо Фарма Лімітед ‐ Юніт ІІІ,
Індія",,"tablets 5 mg; 10 mg;
20 mg;","",,"Lisinopril","Лізиноприл","АУРОЛАЙЗА",,"таблетки по 5 мг; 10
мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA03",,,,"DAPRIL","Медокемі ЛТД, Кіпр",,"tablets 20 mg; 10 mg;
5 mg;","",,"Lisinopril","Лізиноприл;","ДАПРИЛ",,"таблетки по 20 мг;
10 мг; 5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA03",,,,"DIROTON®","ВАТ ""Гедеон Ріхтер"",
Угорщина",,"tablets 20 mg; 10 mg;
5 mg;","",,"Lisinopril","Лізиноприл;","ДИРОТОН®",,"таблетки по 20 мг;
10 мг; 5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA03",,,,"LISI SANDOZ®","Салютас Фарма
ГмбХ, Німеччина",,"tablets 20 mg; 10 mg;
5 mg;","",,"Lisinopril","Лізиноприл;","ЛІЗИ САНДОЗ®",,"таблетки по 20 мг;
10 мг; 5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA03",,,,"LISINOPRIL‐TEVA","АТ Фармацевтичний завод ТЕВА,
Угорщина",,"tablets 20 mg; 10 mg;
5 mg; 2.5 mg;","",,"Lisinopril","Лізиноприл;","ЛІЗИНОПРИЛ‐ТЕВА",,"таблетки по 20 мг; 10 мг; 5 мг; 2,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA03",,,,"LISINOPRIL‐TEVA","Меркле ГмбХ,
Німеччина",,"tablets 20 mg; 10 mg;
5 mg;","",,"Lisinopril","Лізиноприл;","ЛІЗИНОПРИЛ‐ТЕВА",,"таблетки по 20 мг;
10 мг; 5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA03",,,,"LINOTO","Фарма Інтернешенал
Компані Йорданія.",,"tablets 20 mg; 10 mg;
5 mg;","",,"Lisinopril","Лізиноприл;","ЛІНОТОР®",,"таблетки по 20 мг; 10 мг; 5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA03",,,,"LIPRIL","ПАТ ""Науково‐ виробничий центр ""Борщагівський хіміко‐
фармацевтичний
завод"", Україна",,"tablets 20 mg; 10 mg;
5 mg;","",,"Lisinopril","Лізиноприл;","ЛІПРИЛ",,"таблетки по 20 мг; 10 мг; 5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA03",,,,"LOPRIL BOSNALIJEK®","Босналек д.д.,
Боснія і Герцеговина",,"tablets 20 mg; 10 mg;
5 mg;","",,"Lisinopril","Лізиноприл;","ЛОПРИЛ
БОСНАЛЕК®",,"таблетки по 20 мг;
10 мг; 5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA03",,,,"SKOPRYL®","АЛКАЛОЇД АД
Скоп’є, Республіка
Північна Македонія",,"tablets 10 mg; 20 mg;","",,"Lisinopril","Лізиноприл","СКОПРИЛ®",,"таблетки по 10 мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA04",,,,"PERINDOPRIL‐ DARNITSA","ПрАТ
""Фармацевтична фірма ""Дарниця"",
Україна",,"tablets 4 mg; 8 mg;","https://compendium. com.ua/info/401577/
perindopril‐darnitsa/",,"Perindopril","Периндоприл","ПЕРИНДОПРИЛ‐ ДАРНИЦЯ",,"таблетки по 4 мг; 8
мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA04",,,,"ALITER","ТОВ НВФ
""МІКРОХІМ""",,"tablets 8 mg each ; 4
mg ;","",,"Perindopril","Периндоприл","АЛІТЕР",,"таблетки по 8 мг; 4
мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA04",,,,"ERUPNIL","Гленмарк Фармасьютикалз
ЛТД., Індія",,"tablets 2 mg; 4 mg; 8 mg;","",,"Perindopril","Периндоприл","ЕРУПНІЛ",,"таблетки по 2 мг; 4
мг; 8 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA04",,,,"PERINDOPRIL KRKA","КРКА, д.д., Ново
место, Словенія",,"tablets 4 mg; 8 mg;","",,"Perindopril","Периндоприл","ПЕРИНДОПРИЛ
KРKA",,"таблетки по 4 мг; 8
мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA04",,,,"PERINDOPRIL‐TEVA","АТ Фармацевтичний завод ТЕВА,
Угорщина",,"tablets 10 mg; 5 mg;
2.5 mg;","",,"Perindopril","Периндоприл","ПЕРИНДОПРИЛ‐ ТЕВА",,"таблетки по 10 мг; 5
мг;2,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA04",,,,"PERINDOPRES","ПрАТ
""Фармацевтична фірма ""Дарниця"",
Україна",,"4 mg tablets; 8 mg;","",,"Perindopril","Периндоприл","ПЕРІНДОПРЕС®",,"таблетки по 4 мг; 8
мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA04",,,,"PRENELIA","ПАТ
""Київмедпрепарат"",
м. Київ, Україна",,"4 mg tablets; 8 mg;","",,"Perindopril","Периндоприл","ПРЕНЕЛІЯ®",,"таблетки по 4 мг; 8
мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA04",,,,"PRENESSA®","КРКА, д.д., Ново
место, Словенія",,"tablets 8 mg;","",,"Perindopril","Периндоприл","ПРЕНЕСА®",,"таблетки по 8 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA04",,,,"PRENESSA® ORO TAB®","КРКА, д.д., Ново
место, Словенія",,"tablets 4 mg; 8 mg;","",,"Perindopril","Периндоприл","ПРЕНЕСА® ОРО ТАБ",,"таблетки по 4 мг; 8
мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA04",,,,"PRESTARIUM® 2,5 MG;
PRESTARIUM® 4 MG;","Лабораторії Серв'є Індастрі, Франція",,"tablets; 10 mg: 2.5
mg; 5 mg; 4 mg; 8
mg;","",,"Perindopril","Периндоприл","ПРЕСТАРIУМ® 2,5
МГ;
ПРЕСТАРIУМ® 4 МГ;",,"таблетки по 10 мг; 2,5 мг; 5 мг; 4 мг; 8
мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,"PRESTARIUM® 8 MG;
PRESTARIUM® 5 MG;

PRESTARIUM® 10
MG;","",,"","",,"","","ПРЕСТАРIУМ® 8 МГ;
ПРЕСТАРIУМ® 5 МГ;
ПРЕСТАРIУМ® 10 МГ;",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA04",,,,"PROMEPRIL®","ПРО.МЕД.ЦС Прага
а.с. Чеська
Республіка",,"tablets 4 mg; 8 mg;","",,"Perindopril","Периндоприл","ПРОМЕПРИЛ®",,"таблетки по 4 мг; 8
мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA04",,,,"HITEN","Ауробіндо Фарма
Лімітед, Індія",,"tablets 4 mg; 8 mg","",,"Perindopril","Периндоприл","ХІТЕН",,"таблетки по 4 мг; 8
мг",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA05",,,,"RAMIPRIL‐TEVA","Меркле ГмбХ",,"tablets 2.5 mg; 5 mg;
10 mg;","https://compendium. com.ua/info/325748/
ramipril/",,"Ramipril","Раміприл","РАМІПРИЛ‐ТЕВА",,"таблетки по 2,5 мг; 5 мг; 10 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA05",,,,"ANGIRAM","Ауробіндо Фарма
Лімітед, Індія",,"tablets 10 mg; 5 mg;
2.5 mg;","",,"Ramipril","Раміприл","АНГІРАМ",,"таблетки по 10 мг; 5
мг; 2,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA05",,,,"AMIPRIL","КРКА, д.д., Ново
место, Словенія",,"tablets 1.25 mg; 2.5
mg; 5 mg; 10 mg;","",,"Ramipril","Раміприл","АМПРИЛ®",,"таблетки по 1,25 мг;
2,5 мг; 5 мг; 10 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA05",,,,"BARATON","ТОВ ""КУСУМ
ФАРМ"", Україна",,"tablets 5 mg ; 10 mg ;","",,"Ramipril","Раміприл","БАРАТОН®",,"таблетки по 5 мг; 10
мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA05",,,,"LACERAN","Сан Фармасьютикал Індастріз Лімітед,
Індія",,"tablets 10 mg; 5 mg;
2.5 mg;","",,"Ramipril","Раміприл","ЛАЦЕРАН",,"таблетки по 10 мг; 5
мг; 2,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA05",,,,"POLAPRIL","Фармацевтичний завод ""ПОЛЬФАРМА"" С.А.,
Польща",,"capsules 2.5 mg; 5
mg; 10 mg;","",,"Ramipril","Раміприл","ПОЛАПРИЛ",,"капсули по 2,5 мг; 5
мг; 10 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA05",,,,"RAMAG","Актавіс Лтд, Мальта",,"tablets 5 mg; 10 mg;","",,"Ramipril","Раміприл","РАМАГ",,"таблетки по 5 мг; 10
мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA05",,,,"RAMI SANDOZ®","Лек С. А., Польща",,"tablets 10 mg; 5 mg;
2.5 mg;","",,"Ramipril","Раміприл","РАМІ САНДОЗ®",,"таблетки по 10 мг; 5
мг; 2,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA05",,,,"RAMIZES","АТ ""Фармак""",,"tablets 2.5 mg; 5 mg;
10 mg;","",,"Ramipril","Раміприл","РАМІЗЕС",,"таблетки по 2,5 мг;
5 мг; 10 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA05",,,,"RAMIMED","Актавіс Лтд, Мальта",,"tablets 2.5 mg; 5 mg;
10 mg;","",,"Ramipril","Раміприл","РАМІМЕД",,"таблетки по 2,5 мг;
5 мг; 10 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA05",,,,"TRITACE®","Санофі С.п.А, Італія",,"tablets 5 mg; 10 mg;","",,"Ramipril","Раміприл","ТРИТАЦЕ®",,"таблетки по 5 мг; 10
мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA05",,,,"HARTIL®","ЗАТ
Фармацевтичний завод ЕГІС,
Угорщина",,"tablets of 2.5 mg or 5 mg or 10 mg;","",,"Ramipril","Раміприл","ХАРТИЛ®",,"таблетки по 2,5 мг або 5 мг, або 10 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA06",,,,"ACCUPRO®","Пфайзер Менюфекчуринг Дойчленд ГмбХ,
Німеччина",,"tablets, 20 mg; 10
mg; 5 mg;","https://compendium. com.ua/info/7488/ak
kupro‐sup‐sup‐/",,"Quinapril","Квінаприл","АККУПРО®",,"таблетки, по 20 мг; 10 мг; 5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09AA15",,,,"ZOCARDIS® 30 MG","А. Менаріні Мануфактурінг Логістікс енд Сервісес С.р.Л., Італія
Домпе С.п.А,
Італія",,"tablets, 30 mg;","https://compendium. com.ua/info/169215/
zokardis‐sup‐sup‐/",,"Zofenopril","Зофеноприл","ЗОКАРДІС® 30 МГ",,"таблетки, по 30 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA01",,,,"CAPTOPRES 12,5‐ DARNITSA","ПрАТ
""Фармацевтична фірма ""Дарниця"",
Україна",,"tablets , 50 mg / 12.5 mg ; _","https://compendium. com.ua/info/173282/
kaptopres‐12‐5‐
darnitsa/",,"Captopril / Diuretics","Каптоприл /
Гідрохлоротіазид","КАПТОПРЕС 12,5‐ ДАРНИЦЯ",,"таблетки, по 50 мг/ 12,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA01",,,,"CAPTOPRES DARNITSA","ПрАТ
""Фармацевтична фірма ""Дарниця"",
Україна",,"tablets, 50 mg / 25 mg;","",,"Captopril / Diuretics","Каптоприл /
Гідрохлоротіазид","КАПТОПРЕС ДАРНИЦЯ",,"таблетки, по 50 мг/ 25 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA01",,,,"CAPOTIAZIDE®","ПАТ
""Київмедпрепарат"",
Україна",,"tablets, 50 mg / 25 mg;","https://compendium. com.ua/info/165984/
kapotiazid‐sup‐sup‐/",,"Captopril / Diuretics","Каптоприл /
Гідрохлоротіазид","КАПОТІАЗИД®",,"таблетки, по 50 мг/ 25 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA01",,,,"NORMOPRES","АТ ""Київський вітамінний завод"",
м.Київ, Україна",,"tablets,
50 mg / 25 mg ;","https://compendium. com.ua/info/169485/

normopres/",,"Captopril / Diuretics","Каптоприл /
Гідрохлортіазид","НОРМОПРЕС",,"таблетки, по
50 мг/ 25 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA02",,,,"BERLIPRIL® PLUS 10/25","БЕРЛІН‐ХЕМІ АГ,
Німеччина",,"tablets, 10 mg / 25 mg;","https://compendium. com.ua/info/170541/
berlipril‐sup‐sup‐
pljus‐10‐25/",,"Enalapril / Diuretics","Еналаприл /
Гідрохлортіазид","БЕРЛІПРИЛ® ПЛЮС
10/25",,"таблетки, по 10
мг/25 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA02",,,,"ENALAPRIL‐H‐ ZDOROVYE","ТОВ
""Фармацевтична компанія
""Здоров'я"", Україна",,"tablets, 10 mg / 25 mg;","https://compendium. com.ua/info/168310/
63495/",,"Enalapril / Diuretics","Еналаприл /
Гідрохлортіазид","ЕНАЛАПРИЛ‐H‐ ЗДОРОВ’Я",,"таблетки, по 10
мг/25 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA02",,,,"ENALAPRIL‐HL‐ ZDOROVYE","ТОВ
""Фармацевтична компанія
""Здоров'я"", Україна",,"tablets, 10 mg / 12.5 mg;","",,"Enalapril / Diuretics","Еналаприл /
Гідрохлортіазид","ЕНАЛАПРИЛ‐HL‐ ЗДОРОВ’Я",,"таблетки, по 10
мг/12,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA02",,,,"ENALAPRIL H‐
PHARMEX","ТОВ ""Фармекс
Груп"", Україна",,"tablets, 10 mg / 25
mg;","",,"Enalapril / Diuretics","Еналаприл /
Гідрохлортіазид","ЕНАЛАПРИЛ Н‐
ФАРМЕКС",,"таблетки, по 10
мг/25 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA02",,,,"ENALAPRIL/HYDROC HLOROTHIAZIDE‐
TEVA","АТ Фармацевтичний завод ТЕВА,
Угорщина",,"tablets, 10 mg / 25 mg;","https://compendium. com.ua/info/325817/
431126/",,"Enalapril / Diuretics","Еналаприл /
Гідрохлортіазид","ЕНАЛАПРИЛ/ГІДРОХ ЛОРОТІАЗИД‐ТЕВА",,"таблетки, по 10
мг/25 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA02",,,,"ЕNALOZID 12,5;
ЕNALOZID 25;","ПАТ ""Фармак"", м. Київ, Україна",,"tablets,
10 mg / 12.5 mg;
10 mg / 25 mg;","https://compendium. com.ua/info/336931/
enalozid‐sup‐sup‐12‐ 5‐enalozid‐sup‐sup‐
25/",,"Enalapril / Diuretics","Еналаприл /
Гідрохлортіазид","ЕНАЛОЗИД® 12,5;
ЕНАЛОЗИД® 25;",,"таблетки, по
10 мг/ 12,5 мг;
10 мг/ 25 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA02",,,,"ENAP® 20 HL","КРКА, д.д., Ново место, Словенія",,"tablets, 20 mg / 25 mg;","https://mozdocs.kiev
.ua/likiview.php?id=4
9043",,"Enalapril / Diuretics","Еналаприл /
Гідрохлортіазид","ЕНАП® 20 НL",,"таблетки, по 20
мг/25 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA02",,,,"ENAP®‐HL; ENAP®‐H;","КРКА, д.д., Ново место, Словенія",,"tablets,
10 mg / 12.5 mg;
10 mg / 25 mg;","https://mozdocs.kiev
.ua/likiview.php?id=3
8859",,"Enalapril / Diuretics","Еналаприл /
Гідрохлортіазид","ЕНАП®‐НL; ЕНАП®‐Н;",,"таблетки, по
10 мг/12,5 мг;
10 мг/25 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA02",,,,"ENALAPRIL 10/ HYDROCHLOROTHIAZ IDE 12,5 KRKA; ENALAPRIL 10/
HYDROCHLOROTHIAZ IDE 25 KRKA; ENALAPRIL 20/ HYDROCHLOROTHIAZ
IDE 12,5 KRKA;","КРКА, д.д., Ново место, Словенія",,"tablets,
10 mg / 12.5 mg ;
10 mg / 25 mg;
20 mg / 12.5 mg;","https://mozdocs.kiev
.ua/likiview.php?id=4 9031",,"Enalapril / Diuretics","Еналаприл /
Гідрохлортіазид","ЕНАЛАПРИЛ 10/ ГІДРОХЛОРОТІАЗИД 12,5 КРКА; ЕНАЛАПРИЛ 10/
ГІДРОХЛОРОТІАЗИД 25 КРКА; ЕНАЛАПРИЛ 20/ ГІДРОХЛОРОТІАЗИД
12,5 КРКА;",,"таблетки, по
10 мг/12,5 мг,;
10 мг/25 мг;
20 мг/12,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA02",,,,"ENZIX ® DUO FORTE","""Хемофарм"" АД, Республіка Сербія",,"tablets, 20 mg / 25 mg;","https://compendium. com.ua/info/200179/
enziks‐sup‐sup‐duo‐
forte/",,"Comb drug","Еналаприл / Індапамід","ЕНЗИКС® ДУО ФОРТЕ",,"таблетки, по 20
мг/25 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA02",,,,"CO‐RENITEC®","Мерк Шарп і Доум Б.В., Нідерланди",,"tablets, 20 mg / 12.5 mg ;","https://compendium. com.ua/info/4295/ko
‐renitek‐sup‐sup‐/",,"Enalapril / Diuretics","Еналаприл /
Гідрохлортіазид","КО‐РЕНІТЕК®",,"таблетки, по 20
мг/12,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA03",,,,"CO‐DIROTON®","ТОВ ""Гедеон Ріхтер Польща"", Польща",,"tablets,
10 mg / 12.5 mg ;
20 mg / 12.5 mg ;","https://compendium. com.ua/info/171722/
ko‐diroton‐sup‐sup‐/",,"Lisinopril / Diuretics","Лізиноприл /
Гідрохлоротіазид","КО‐ДИРОТОН®",,"таблетки, по
10 мг/12,5 мг;
20 мг/12,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA03",,,,"LIZINOPRAZID","ТОВ ""АСТРАФАРМ"",
м.Вишневе, Києво‐ Святошинський р‐н,
Україна",,"tablets,
10 mg / 12.5 mg ;
20 mg / 12.5 mg ;","https://compendium. com.ua/info/326478/
lizinoprazid/",,"Lisinopril / Diuretics","Лізиноприл /
Гідрохлоротіазиду","ЛІЗИНОПРАЗИД",,"таблетки по
10 мг/12,5 мг;
20 мг/12,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA03",,,,"LISINOPRIL 10 НL KRKA; LISINOPRIL 20 НL
KRKA;","КРКА‐ФАРМА д.о.о.",,"tablets,
10 mg / 12.5 mg;
20 mg / 12.5 mg;","https://mozdocs.kiev
.ua/likiview.php?id=4 3550",,"Lisinopril / Diuretics","Лізиноприл /
Гідрохлоротіазид","ЛІЗИНОПРИЛ 10 НЛ КРКА;
ЛІЗИНОПРИЛ 20 НЛ
КРКА;",,"таблетки, по
10 мг/12,5 мг;
20 мг/12,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA03",,,,"LISOPRES 10;
LISOPRES 20;","АТ ""Київський вітамінний завод"",
м.Київ, Україна",,"tablets,
10 mg / 12.5 mg;
20 mg / 12.5 mg;","https://compendium. com.ua/info/358502/

lizopres‐10‐12‐5/",,"Lisinopril /; Diuretics","Лізиноприл /
Гідрохлоротіазид","ЛІЗОПРЕС 10;
ЛІЗОПРЕС 20;",,"таблетки, по
10 мг/12,5 мг;
20 мг/12,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA03",,,,"LISOTHIAZIDE‐TEVA","АТ Фармацевтичний завод ТЕВА,
Угорщина",,"tablets,
10 mg / 12.5 mg ;
20 mg / 12.5 mg ;","https://compendium. com.ua/info/170626/",,"Lisinopril / Diuretics","Лізиноприл /
Гідрохлоротіазид","ЛІЗОТІАЗИД‐ТЕВА",,"таблетки, по
10 мг/12,5 мг;
20 мг/12,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA03",,,,"LIPRAZID 10;
LIPRAZID 20;","ПАТ ""Науково‐ виробничий центр ""Борщагівський
хіміко‐",,"tablets,
10 mg / 12.5 mg ;
20 mg / 12.5 mg ;","https://compendium. com.ua/info/166439/
liprazid/",,"Lisinopril / Diuretics","Лізиноприл /
Гідрохлоротіазид","ЛІПРАЗИД 10;
ЛІПРАЗИД 20;",,"таблетки, по
10 мг/12,5 мг;
20 мг/12,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,"","фармацевтичний
завод"", Україна",,"","",,"","","",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA03",,,,"LOPRIL BOSNALIJEK® H 10;
LOPRIL BOSNALIJEK®
H 20;","Босналек д.д., Боснія і Герцеговина",,"tablets,
10 mg / 12.5 mg ;
20 mg / 12.5 mg ;","https://mozdocs.kiev
.ua/likiview.php?id=4 1038",,"Lisinopril / Diuretics","Лізиноприл /
Гідрохлоротіазид","ЛОПРИЛ БОСНАЛЕК® Н 10; ЛОПРИЛ
БОСНАЛЕК® Н 20;",,"таблетки, по
10 мг/12,5 мг;
20 мг/12,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA03",,,,"SKOPRYL PLUS®","Алкалоїд АД Скоп'є, Республіка Македонія/ Люпін
Лімітед, Індія",,"tablets, 20 mg / 12.5 mg;","https://compendium. com.ua/info/172493/",,"Lisinopril / Diuretics","Лізиноприл /
Гідрохлоротіазид","СКОПРИЛ ПЛЮС®",,"таблетки по 20
мг/12,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C09BA03",,,,"STATORAM®‐H","ТОВ ""КУСУМ
ФАРМ"", м. Суми,
Україна",,"tablets, 20 / 12.5 mg
;","https://compendium. com.ua/info/361328/
statorem‐n/",,"Lisinopril / Diuretics","Лізиноприл /
Гідрохлоротіазид","СТАТОРЕМ®‐Н",,"таблетки, по 20/12,5
мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
